user_name,score,date,text,gemma2_sentiment,gemma2_confidence,error_sentiment,classic_sentiment,positive,neutral,negative,time,class_sentiment,class_group,combined_weight_sentiment,combined_abs_sentiment,error_sentiment_value,llama3_sentiment,llama3_confidence,mistral-nemo_sentiment,mistral-nemo_confidence,qwen2_sentiment,qwen2_confidence,qwen2.5-7b_sentiment,qwen2.5-7b_confidence
Juarecio souza,1,29/05/2024,"Horrível, coloquei na opção de receber no mesmo dia e demora 1 dia pra cair o dinheiro em conta. Não dá pra entender se é no mesmo dia pq demora tanto? Lamentável",-0.8,0.9,0,-0.9153,0.0,0.625,0.375,1.748,detractor,lentidao,-0.82,-0.8,,-0.9,0.8,-0.8,0.9,-0.9,0.8,-0.8,0.7
Sebastião Rodrigues,2,29/05/2024,Ataxa muito altO Foi combinado um valor é na verdade é outro,-0.7,0.8,0,0.5719,0.37,0.63,0.0,1.239,detractor,taxas,-0.45,-0.65,,0.2,0.9,,,0.3,0.7,-0.2,0.7
Kamala Alves Borges,5,29/05/2024,Muito útil o app,0.7,0.8,0,0.4404,0.592,0.408,0.0,1.873,promoter,outros,0.65,0.69,,0.6,0.8,0.5,1.0,0.8,0.9,0.8,0.9
Aleide Flauzino,4,29/05/2024,"Sou nova na Ton, o único problema é a taxa no crédito, acho alta , só isso que não gostei !",0.1,0.6,0,0.2003,0.252,0.531,0.217,1.616,detractor,taxas,0.12,0.11,,0.3,0.8,0.2,0.8,0.2,0.8,0.4,0.8
Gilma Silva,5,29/05/2024,Bom,0.8,0.9,0,0.4215,1.0,0.0,0.0,1.668,promoter,outros,0.72,0.78,,0.8,0.9,0.7,1.0,0.5,1.0,0.5,0.8
Weder Nascimento,5,29/05/2024,ótimo app,1.0,0.9,0,0.3612,0.714,0.286,0.0,1.603,promoter,outros,0.87,0.96,,0.8,0.9,0.7,1.0,0.8,1.0,0.8,0.9
Eslaine veloso dos santos Santos,5,29/05/2024,Não quero atualizar meu aplicativo,-0.3,0.6,0,-0.296,0.0,0.645,0.355,1.597,neutral,outros,-0.3,-0.3,,0.8,0.7,-0.6,0.8,-1.0,0.3,-0.4,0.7
dulcineia guimaraes,1,29/05/2024,"Fui entrar no meu aplicativo para fazer um pagamento de uma compra, me deparei com uma mensagem dizendo para atualizar o aplicativo e não consigo atualizar o meu aplicativo o que fazer agora preciso do aplicativo para pagar as minhas contas o que fazer. Não tem que pedir para atualizar o aplicativo estava funcionando perfeitamente sem problema nenhum, gostaria que verificasse porque não quero atualizar.",0.3,0.6,0,-0.7845,0.06,0.697,0.243,1.926,detractor,acesso,0.08,0.28,,-0.8,0.7,0.1,0.7,-0.8,0.6,-0.5,0.7
Germana Helena,1,29/05/2024,Passei o cartão pelo fnc pelo celular eo dinheiro tá preso na carteira o que eu faço minha conta e nova,-0.8,0.6,0,-0.5267,0.0,0.833,0.167,1.686,detractor,conta,-0.75,-0.79,,0.7,0.9,0.1,0.8,0.1,0.8,-0.8,0.7
Eleni Bas,5,29/05/2024,Ótimo excelente ☺️,0.8,0.9,0,0.765,1.0,0.0,0.0,1.192,promoter,outros,0.79,0.8,,0.8,0.9,0.8,1.0,1.0,1.0,0.8,0.9
Dometilia Ferreira Campos,5,29/05/2024,Otima,1.0,0.9,0,0.0,0.0,1.0,0.0,1.653,promoter,outros,0.95,0.9,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Mauricio Lopes Brito,4,29/05/2024,Maurício Lopes Brito deu o peixe nome do,0.0,0.5,0,0.0,0.0,1.0,0.0,1.121,neutral,outros,0.0,0.0,,0.8,0.6,0.0,0.5,0.5,0.7,0.5,0.7
Adriano Nascimento,1,29/05/2024,Tem que atualizar seguido,0.1,0.6,0,0.0,0.0,1.0,0.0,1.66,neutral,outros,0.1,0.09,,0.6,0.8,0.0,1.0,-0.8,0.7,0.5,0.7
Jose Pereira,5,29/05/2024,Muito bom eu recomendo,0.8,0.9,0,0.6486,0.726,0.274,0.0,1.789,promoter,outros,0.77,0.79,,0.8,1.0,0.8,1.0,0.9,1.0,0.8,0.9
izabela da silva,3,29/05/2024,"O app é mais ou menos , demora muito pra carregar e pior de tudo que me deixa louca de raiva , não dá pra ver o total de entrada e saída detalhado do mês , vc tem que ir lá e calcular venda por venda pra saber o valor total de tudo , tô quase mudando de banco por causa disso, nos tempos de hj a gente precisa de praticidade Ton , fica a dica!!!",-0.7,0.8,0,-0.9494,0.031,0.719,0.25,1.38,detractor,lentidao,-0.75,-0.7,,0.4,0.9,-0.4,0.8,-0.8,0.7,-0.7,0.8
Alex Augusto,5,29/05/2024,bom,0.7,0.8,0,0.4215,1.0,0.0,0.0,1.778,promoter,outros,0.64,0.68,,0.7,1.0,0.8,1.0,0.5,1.0,0.5,0.8
Milton Costa,1,29/05/2024,"A sorte de vcs q o mercado pago não tem a taxa de vcs pq o app deles da de 10 nesse aqui, nk vi um app tão lento",-0.8,0.7,0,-0.0516,0.076,0.84,0.084,1.811,detractor,lentidao,-0.65,-0.73,,0.8,0.9,-0.8,0.9,-0.7,0.8,-0.8,0.7
Roberia Azevedo,5,29/05/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.704,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,1.0,1.0,0.8,0.9
Ketilly Rayane,5,29/05/2024,O aplicativo tem taxa ou não,0.0,0.5,0,-0.296,0.0,0.645,0.355,1.764,neutral,taxas,-0.06,-0.02,,0.5,0.8,0.0,1.0,0.5,1.0,0.5,0.8
Marina Christina,4,29/05/2024,"Fiz minha primeira venda gostei muito, só achei um pouco alto a taxa cobrada .mas pela facilidade valeu",0.6,0.7,0,0.631,0.256,0.744,0.0,1.894,promoter,taxas,0.61,0.6,,0.7,0.9,0.6,0.8,0.7,0.8,0.7,0.8
Alexandre Ramalho da Silva,5,29/05/2024,Confiança total,0.8,0.9,0,0.3818,0.722,0.278,0.0,1.792,promoter,outros,0.72,0.77,,0.8,0.9,0.7,1.0,1.0,1.0,0.8,0.7
Mari Pomp,5,29/05/2024,"É de pouco tempo, não tenho nada a acrescentar por enquanto.",0.1,0.6,0,-0.2315,0.0,0.806,0.194,1.633,neutral,outros,0.03,0.07,,0.3,0.8,0.1,0.8,0.3,0.8,0.3,0.8
Angelo Eduardo,1,29/05/2024,"Leva mais de 1 min para mostrar saldo e o que está em processamento... Perde feio pro concorrente. Perde conexão dando falha de comunicação e mesmo assim cobra do cliente sem emitir a via impressa... Chat on LINE péssimo, as opções do robô nunca são as que preciso. Por aqui tbm... Colam mensagem prontas... Ah manda msg no WhatsApp ou Instagram... Um parto para falar com humanos que resolvam. Voltando pra amarelinha",-0.8,0.9,0,-0.8442,0.032,0.791,0.178,2.156,detractor,atendimento,-0.81,-0.8,,-0.9,0.8,-0.5,1.0,-0.7,0.8,-0.8,0.7
Priscilla Silva,5,29/05/2024,Otimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.653,promoter,outros,0.87,0.96,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Abraão paz,3,29/05/2024,Criei uma conta mais consigo entra no app só da conta inativa terei que mudar marca já é duas vezes que tento criar mais não dá certo acho que o micro empreendedor não tem vez com a ton,-0.6,0.7,0,0.25,0.132,0.76,0.108,1.831,detractor,conta,-0.43,-0.54,,0.4,0.7,-0.5,0.8,-0.7,1.0,-0.3,0.8
Valdecy Santos,5,29/05/2024,gostei muito obrigado estou aprendendo,0.8,0.9,0,0.6908,0.655,0.345,0.0,1.169,promoter,outros,0.78,0.8,,0.8,0.9,0.8,1.0,0.7,0.8,0.8,0.9
Ney Souza,5,29/05/2024,Boa,0.8,0.7,0,0.4404,1.0,0.0,0.0,1.647,promoter,outros,0.73,0.78,,0.8,1.0,0.8,1.0,0.6,1.0,0.6,0.8
Jeferson Correa,2,29/05/2024,"Lento, mas pense um app lento.",-0.3,0.7,0,0.0,0.0,1.0,0.0,1.894,detractor,lentidao,-0.28,-0.27,,0.7,0.8,-1.0,0.5,-0.7,0.6,-0.5,0.8
Genilson Paula dias,5,29/05/2024,estou gostando muito! as melhores taxas do mercado,0.8,0.9,0,0.0,0.0,1.0,0.0,1.891,promoter,taxas,0.76,0.72,,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.9
Wagner Bendelak,5,29/05/2024,Estou satisfeito com esse novo empreendimento utilizando a máquina ton,0.6,0.8,0,0.4215,0.259,0.741,0.0,1.779,promoter,maquininha,0.56,0.59,,0.7,0.9,0.5,1.0,0.8,0.9,0.8,0.9
Maria Lourdes,5,29/05/2024,E muito boa a máquinha gostei muito estou satisfeita só não deu conta de tranferir mais estou aprendendo ainda 🆗,0.8,0.9,0,0.5423,0.26,0.639,0.1,1.31,promoter,maquininha,0.75,0.79,,0.9,0.8,0.7,0.9,0.7,0.9,0.6,0.8
Damasio Rodrigues,2,29/05/2024,Não gostei muito Taxa alta,-0.6,0.8,0,0.1531,0.35,0.375,0.275,1.788,detractor,taxas,-0.45,-0.54,,-0.8,1.0,-0.8,1.0,-0.5,1.0,-0.3,0.8
Anderson Melo,5,29/05/2024,Top de linha,0.8,0.7,0,0.0,0.0,1.0,0.0,1.789,promoter,outros,0.76,0.72,,0.5,0.7,0.7,1.0,,,0.8,0.7
Paulo Dos Santos,5,29/05/2024,muito ótimo,0.8,0.9,0,0.3612,0.714,0.286,0.0,1.716,promoter,outros,0.71,0.77,,0.5,0.8,0.8,1.0,1.0,1.0,0.8,0.9
Clemilton Nunes,5,29/05/2024,Ton é a melhor,0.8,0.9,0,0.4404,0.744,0.256,0.0,1.659,promoter,outros,0.73,0.78,,0.8,0.9,0.8,1.0,1.0,1.0,1.0,0.9
Sandra Costa,4,29/05/2024,otimo,1.0,1.0,0,0.3612,1.0,0.0,0.0,1.797,promoter,outros,0.87,0.96,,0.5,1.0,0.8,1.0,0.8,1.0,0.8,0.9
Cauan Aiach,1,29/05/2024,Não entra ! Péssimo,-0.8,0.7,0,-0.3595,0.0,0.445,0.555,1.971,detractor,outros,-0.71,-0.77,,-0.7,0.8,-0.8,1.0,-1.0,1.0,-1.0,0.8
Paulo B.da Costa,5,29/05/2024,Muito bom produto,0.8,0.9,0,0.4215,0.583,0.417,0.0,1.586,promoter,outros,0.72,0.78,,0.7,0.8,0.8,1.0,0.8,1.0,0.8,0.9
Bella Vittos,1,28/05/2024,Muito ruim,-0.8,0.7,0,-0.5574,0.0,0.217,0.783,1.658,detractor,outros,-0.75,-0.79,,-0.8,1.0,-0.8,1.0,-1.0,0.8,-1.0,0.8
Joilmaleocadia Wilma,5,28/05/2024,ótimo isso!,0.8,0.9,0,0.4199,0.736,0.264,0.0,1.651,promoter,outros,0.72,0.78,,0.8,1.0,0.7,1.0,0.8,1.0,0.8,0.9
Norma43 Machado,5,28/05/2024,Gostei muito do Tom,0.8,0.9,0,0.4215,0.483,0.517,0.0,1.643,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.7,0.8,0.8,0.9
Luciano Coninck,5,28/05/2024,Aplicativo leve e bem intuitivo. Adorei!,0.8,0.9,0,0.3382,0.374,0.626,0.0,1.655,promoter,outros,0.71,0.77,,0.8,0.9,,,0.8,0.9,0.8,0.9
Rozana Silva,5,28/05/2024,vou conseguir fazer minha renda extra,0.6,0.8,0,0.0,0.0,1.0,0.0,1.647,promoter,outros,0.57,0.54,,0.7,0.8,0.6,1.0,0.5,0.8,0.5,0.8
Ugleiberton Vieira Da Silva,5,28/05/2024,"só precisa abaixar mais a taxa ,pois tem outras que cobram menos.",-0.3,0.6,0,0.0,0.0,1.0,0.0,1.233,promoter,taxas,-0.28,-0.27,,0.3,0.8,-0.4,0.8,0.3,0.7,-0.3,0.8
Antônio Clementino,5,28/05/2024,Ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.819,promoter,outros,0.87,0.96,,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.9
Alessandra paula,5,28/05/2024,gostei muito,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.49,promoter,outros,0.72,0.78,,0.8,0.9,0.7,1.0,1.0,1.0,0.8,0.9
Lourival Santos,1,28/05/2024,Sinceramente app me tira do sério. Manda fazer reconhecimento facial e toda vez que eu faço ele trava. Só por Deus,-0.8,0.9,0,0.2732,0.1,0.9,0.0,1.952,detractor,atendimento,-0.59,-0.72,,0.6,0.8,-0.9,1.0,-0.8,1.0,-0.8,0.7
ilmocivil Alves,5,28/05/2024,melhor opção para investimento e rendimento!!!,0.8,0.9,0,0.4898,0.451,0.358,0.191,1.766,promoter,outros,0.74,0.78,,0.8,0.9,0.7,1.0,1.0,0.9,0.8,0.9
Marlize Maximo Fagundes,5,28/05/2024,A melhor maquininha,0.8,0.9,0,0.4404,0.744,0.256,0.0,1.864,promoter,maquininha,0.73,0.78,,0.5,0.8,0.8,1.0,0.9,0.8,0.8,0.9
Creuza Santos,1,28/05/2024,"Passo horas tentando resolver um problema e fazem sempre a mesma pergunta, minha máquina está no meu cnpj e o cadastro em pessoa física e ninguém consegue resolver e meu dinheiro não está sendo transferido.",-0.7,0.8,0,-0.3182,0.107,0.746,0.146,1.794,detractor,atendimento,-0.62,-0.67,,0.7,0.8,-0.8,1.0,0.6,0.7,-0.8,0.7
Luiz Jairo Dos Santos Santos,5,28/05/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.789,promoter,outros,0.72,0.78,,0.8,0.9,0.6,1.0,1.0,0.8,0.8,0.9
Luis Fernando,5,28/05/2024,tento uma ótima experiência.,0.8,0.9,0,0.0,0.0,1.0,0.0,1.174,promoter,outros,0.76,0.72,,0.8,0.9,0.8,1.0,0.8,0.9,0.8,0.7
kelly cristina Cordovil,5,28/05/2024,otima,1.0,0.9,0,0.0,0.0,1.0,0.0,1.638,promoter,outros,0.95,0.9,,0.8,0.7,0.7,1.0,0.8,1.0,0.8,0.9
Rafael Debossan,1,28/05/2024,Muito ruim da problema sempre!!,-0.8,0.7,0,-0.7835,0.0,0.304,0.696,1.854,detractor,outros,-0.8,-0.8,,-1.0,0.9,-0.8,1.0,-1.0,1.0,-1.0,0.8
Ezequie Gomes,5,28/05/2024,ótimo,1.0,0.9,0,0.3612,1.0,0.0,0.0,1.774,promoter,outros,0.87,0.96,,0.8,0.9,0.7,1.0,1.0,1.0,0.8,0.9
Alan Sousa,5,28/05/2024,"Sou Paeceiro Ton, Vamos embora 👊🔥",0.8,0.9,0,0.0,0.0,1.0,0.0,1.638,promoter,outros,0.76,0.72,,0.5,0.9,0.5,1.0,0.8,1.0,0.8,0.7
Aurenice Lionais,4,28/05/2024,"É muito boa, mas o ponto negativo é que leva em torno de 3 horas para cair o valor recebido, e às vezes mais. E no link de pagamento 30 dias, e essa opção sinceramente não gostei.😒😒",0.4,0.7,0,-0.3818,0.208,0.523,0.27,1.361,detractor,lentidao,0.24,0.35,,0.4,0.9,-0.2,0.7,-0.7,0.8,0.4,0.7
JuscelinoMengão Srn,1,28/05/2024,Nao deu pra usa tap Ton Android 8 so Android 10,-0.6,0.7,0,-0.296,0.0,0.804,0.196,1.643,detractor,outros,-0.54,-0.58,,0.6,0.9,-0.2,0.7,-0.5,0.6,-0.6,0.7
Marcos Araujo,5,28/05/2024,Estou esperando chegar pra ver o funcionamento pelo atendimento creio que seja ótimo parabéns,0.7,0.8,0,0.8481,0.479,0.521,0.0,1.262,promoter,atendimento,0.73,0.7,,0.5,0.7,0.7,1.0,0.9,0.8,0.7,0.8
Mil Coisas Rio das Pedras,1,28/05/2024,"A mais recente atualizaçáo tornou inutilizável o que já não era bom. Os filtros da área Minhas Vendas pararam de aparecer, tentei desinstalar o e instalar de novo para o caso de o erro ser no celular e não só a falha continua como também descobri que a autorização via cam para abrir as funções de movimentação parou de funcionar. Testei em dois aparelhos diferentes, mesmo problema. Resultado, serei obrigado a usar outra máquina para o meu dinheiro não ficar preso já que essa empresa é uma *****",-0.9,0.9,0,-0.9201,0.062,0.681,0.257,1.409,detractor,maquininha,-0.9,-0.9,,0.4,0.9,-0.8,0.9,-0.9,0.8,-0.8,0.7
washington luiz dos santos,1,28/05/2024,App demora demais pra abrir aja paciência Agente ta com pressa e o app demora demais.,-0.6,0.8,0,-0.0258,0.183,0.576,0.241,1.795,detractor,lentidao,-0.49,-0.54,,0.4,0.8,-0.5,0.8,-0.8,0.6,-0.6,0.7
katia utzig,1,28/05/2024,Minha Ton não abre e tenho dinheiro lá para pegar contas um absurdo,-0.7,0.8,0,-0.6705,0.0,0.581,0.419,1.611,detractor,conta,-0.69,-0.7,,0.8,0.9,-0.5,0.8,0.3,0.6,-0.8,0.7
miriam da conceiçao silva albuquerque,5,28/05/2024,estou gostando,0.6,0.8,0,0.0,0.0,1.0,0.0,1.692,promoter,outros,0.57,0.54,,0.8,1.0,0.5,1.0,0.5,1.0,0.6,0.8
Kassia Rodrigues,5,28/05/2024,otima,1.0,1.0,0,0.0,0.0,1.0,0.0,1.772,promoter,outros,0.95,0.9,,0.8,0.7,0.8,1.0,0.5,1.0,0.8,0.9
Nathan Tomaz,1,28/05/2024,já foi bom hoje em dia não presta e as máquinas tem problemas e a equipe não dão suporte 🤦‍♂️,-0.7,0.8,0,-0.5574,0.126,0.541,0.333,1.787,unknown,unknown,-0.67,-0.69,,-0.8,0.7,-0.7,0.8,-0.8,0.7,-0.4,0.7
Aldenir Maria,5,28/05/2024,A máquininha da Ton é de ótima qualidade ela é perfeita .,0.8,0.9,0,0.34,0.255,0.745,0.0,1.701,promoter,maquininha,0.71,0.77,,0.9,1.0,0.8,1.0,1.0,1.0,0.9,0.8
Gabriel Coimbra Rebelo,1,28/05/2024,"Tira foto do documento, mas do rosto o botão não funciona",-0.6,0.7,0,-0.4215,0.0,0.763,0.237,1.723,detractor,atendimento,-0.56,-0.59,,0.3,0.8,-0.2,0.7,0.1,0.8,-0.2,0.7
OS ABENÇOADOS,1,27/05/2024,"São uns irresponsáveis inetos, equipe técnica péssima para dar atendimento não resolven nada sempre é 24 horas etc",-0.8,0.9,0,-0.4215,0.0,0.798,0.202,1.24,detractor,atendimento,-0.72,-0.78,,-0.8,0.9,-0.8,1.0,-0.9,1.0,-1.0,0.8
Alan Sergipe,5,27/05/2024,ótima amei,0.8,0.9,0,0.0,0.0,1.0,0.0,1.657,promoter,outros,0.76,0.72,,0.8,0.9,0.8,1.0,0.8,0.9,1.0,0.9
Alexandre Eduardo De oliveira,5,27/05/2024,muito bom e prático,0.8,0.9,0,0.4215,0.583,0.417,0.0,1.757,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.8,0.9,0.8,0.9
Ronildo Calado Fernandes,1,27/05/2024,"Tentei de várias vezes fazer o cadastro, mas e negado, entro em contato, dizem q não pode seu aprovado sem um motivo algum, descaso total, então não vejo o pq de negarem! Acabei de fazer o """"Infinity táp"""" já fiz uma venda e deu certinho vlw!",-0.6,0.8,0,-0.6467,0.113,0.689,0.198,2.008,detractor,atendimento,-0.61,-0.6,,-0.7,0.9,0.2,0.8,0.2,1.0,0.3,0.8
alexandre Jacques,1,27/05/2024,Lixo,-0.8,0.6,0,0.0,0.0,1.0,0.0,1.184,detractor,outros,-0.76,-0.72,,-1.0,0.9,0.0,1.0,-1.0,1.0,-1.0,0.8
juares NASA MOTOS,5,27/05/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.192,promoter,outros,0.72,0.78,,0.8,0.9,0.8,1.0,0.8,1.0,0.8,0.9
Lidiane Farias,1,27/05/2024,Aplicativo horrivel! Trava demais,-0.8,0.7,0,-0.6114,0.0,0.429,0.571,1.18,detractor,outros,-0.76,-0.79,,-1.0,0.8,-0.8,0.9,-1.0,0.8,-1.0,0.8
Jailson Amaro,1,27/05/2024,"Demora muito pra libera os asseso de uso, pior doquer cartao de credito ,eu ja to com 5 meses quer eu baixei o aplicativo ate hj nao conseguri movementa minha conta ,pq nao libera a fuçao de pix ,as outras conta quando agente baixa o aplicativa ja libera tudo , mas a ton e igual jabote de lentro .",-0.8,0.9,0,-0.1655,0.136,0.735,0.129,1.612,detractor,acesso,-0.67,-0.75,,-0.7,0.8,-0.4,0.7,-0.8,0.7,-0.7,0.8
virginia rocha,3,27/05/2024,Não consigo entrar no aplicativo fica dando erro senha ou imail incorreto sendo que não esta,-0.7,0.8,0,-0.5574,0.112,0.561,0.327,2.533,detractor,acesso,-0.67,-0.69,,0.5,0.8,-0.5,0.9,-0.7,1.0,-0.8,0.7
Jarderson Lins,3,27/05/2024,"Me cadastrei na Ton por indicação de amigos que me falaram muito bem, comprei minha maquineta (entrega foi super rápida), me cadastrei, gostei da interface bem intuitiva e fácil de mexer, porém estou há 5 dias desde que me cadastrei sem conseguir realizar pix, transferências, mas consigo fazer as vendas normalmente, com isso fico com o dinheiro preso. Conseguem me ajudar ? Não tenho retorno pelo canal de atendimento automático do WhatsApp, não resolvem meu problema. Tem algum outro contato ?",-0.6,0.8,0,-0.6199,0.165,0.687,0.148,1.734,detractor,pix,-0.6,-0.6,,0.7,0.9,0.2,0.8,0.3,0.7,0.4,0.7
Marcelo Augusto,5,27/05/2024,bom,0.7,0.8,0,0.4215,1.0,0.0,0.0,1.653,promoter,outros,0.64,0.68,,0.8,0.9,0.7,1.0,0.5,1.0,0.5,0.8
Jann Klévio,1,27/05/2024,Algumas vendas são aprovadas no app dos clientes porém não caem na conta do vendedor.,-0.3,0.6,0,-0.296,0.0,0.864,0.136,1.199,detractor,venda,-0.3,-0.3,,0.6,0.8,0.0,0.8,0.2,0.8,0.3,0.7
Adriana Alves Dri,5,27/05/2024,eu amo a Ton muito boa mesmo não tenho o que dizer 😍,0.8,0.9,0,0.1779,0.221,0.611,0.168,1.607,promoter,outros,0.68,0.75,,0.8,0.9,0.7,1.0,0.9,0.8,0.8,0.9
joseane dos santos silva,5,27/05/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.175,promoter,outros,0.72,0.78,,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.9
Margo Lopes,3,27/05/2024,conheço pouco,0.0,0.5,0,0.0,0.0,1.0,0.0,1.731,neutral,outros,0.0,0.0,,0.5,0.8,0.0,1.0,0.3,1.0,0.5,0.8
Bruna Lorrani Souza Medrado,2,27/05/2024,Não estou conseguindo fazer vendas pelo tap pay.,-0.6,0.7,0,-0.296,0.0,0.761,0.239,1.69,detractor,venda,-0.54,-0.58,,0.8,0.7,-0.5,0.7,-1.0,0.5,-0.5,0.8
Nilson Dede,1,27/05/2024,Aplicativo péssimo iniciei meus trabalhos com o aplicativo e a maquininha fiz duas vendas eles colocaram como suspeita encerraro o meu contrato então de posse do meu dinheiro falando que é 120 dias para uma análise,-0.8,0.9,0,-0.8126,0.0,0.769,0.231,1.347,detractor,maquininha,-0.8,-0.8,,0.4,0.9,-0.8,0.9,-0.8,0.7,-0.8,0.7
Glauber Dambros,1,27/05/2024,"Impossibilita excluir a chave pix, fica mostrando mensagem de erro e não atualiza.",-0.6,0.8,0,-0.6908,0.0,0.544,0.456,1.773,detractor,pix,-0.62,-0.6,,0.3,0.8,-0.5,0.8,0.0,0.5,-0.8,0.7
Jefferson Souza,1,27/05/2024,Tá horrível esse aplicativo. Não consigo fazer o pix,-0.7,0.8,0,-0.7096,0.0,0.504,0.496,1.815,detractor,pix,-0.7,-0.7,,-1.0,0.9,-0.5,1.0,-1.0,0.6,-1.0,0.8
Nataiane Soares,3,27/05/2024,"O app está horrível, toda vez que vou transferir o dinheiro, pede para enviar foto dos documentos e selfie. Já faz dois dias que estou tentando e não aceitam os documentos. Resolvam isso!",-0.8,0.9,0,-0.7777,0.0,0.769,0.231,1.902,detractor,atendimento,-0.8,-0.8,,0.8,0.9,-0.8,0.9,-0.9,0.8,-0.7,0.8
Podóloga Alessandra Pereira,5,27/05/2024,Muito bom !!!,0.8,0.9,0,0.5684,0.648,0.352,0.0,1.6,promoter,outros,0.75,0.79,,0.8,0.9,0.8,1.0,1.0,1.0,0.8,0.9
Laura Rita,2,27/05/2024,"Não consigo usar o tapton, baixei o aplicativo pela facilidade desse serviço e ainda não consegui usá-lo",0.1,0.6,0,-0.2263,0.14,0.615,0.246,1.817,detractor,outros,0.03,0.07,,0.5,0.8,0.2,0.8,0.0,0.6,-0.3,0.7
Mauricio Calado,2,27/05/2024,Muito complicado falta de atendimento Descaso,-0.8,0.7,0,-0.4404,0.0,0.506,0.494,2.0,detractor,atendimento,-0.73,-0.78,,0.8,0.9,-0.8,1.0,-1.0,0.5,-0.8,0.7
Gaby caires,3,27/05/2024,Trava muito lento,-0.6,0.7,0,0.0,0.0,1.0,0.0,1.655,detractor,lentidao,-0.57,-0.54,,0.8,0.7,-0.5,1.0,-0.5,1.0,-0.8,0.7
Janderson Magalhães,3,27/05/2024,"Não estou conseguindo acessar faz uns 3 dias , se começar assim já vou mudar de prestador, a empresa começa a crescer muito e vai ficando ruin, igual a gnet .",-0.8,0.7,0,-0.296,0.0,0.913,0.087,1.285,detractor,acesso,-0.7,-0.76,,0.6,0.8,0.1,0.9,-0.8,0.7,-0.7,0.8
Paulo Faustino (Faustino),4,27/05/2024,"não tenho muito o que avaliar, o dinheiro que é avista, está faltando um cartão de crédito.",-0.1,0.6,0,0.1027,0.155,0.714,0.131,2.036,promoter,cartao credito,-0.06,-0.08,,0.3,0.8,0.1,0.8,0.1,0.5,0.3,0.7
Jho OliveiraLeite,5,27/05/2024,e muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.667,promoter,outros,0.72,0.78,,0.8,0.9,0.6,1.0,0.3,1.0,0.8,0.9
Carol Abelha Gourmet,1,27/05/2024,"Pessimo app..da erro direto, nao é possivel gerar relatorio de movimentacoes. Tem que ficar entrando em contato por whats, um app muito muito basico e mesmo assim vive travando...horrivel!",-0.9,0.9,0,-0.2244,0.13,0.712,0.158,1.829,detractor,atendimento,-0.76,-0.85,,-0.9,0.8,-0.7,1.0,-0.9,1.0,-0.8,0.7
Paulo Wagner,5,27/05/2024,muito bom,0.8,0.9,0,0.4215,0.737,0.263,0.0,1.805,promoter,outros,0.72,0.78,,0.8,0.9,0.7,1.0,0.7,1.0,0.8,0.9
Império pet Banho e tosa,1,27/05/2024,Atualizam minha conta para uma super conta Ton e para que eu possa movimentar meu dinheiro tenho que ir ao suporte.,0.1,0.6,0,0.4019,0.162,0.705,0.133,1.235,detractor,conta,0.16,0.12,,0.1,0.9,0.0,1.0,0.1,0.8,-0.2,0.7
Simone A,5,27/05/2024,Amo meu ton,0.8,0.9,0,0.0,0.0,1.0,0.0,1.244,promoter,outros,0.76,0.72,,0.7,1.0,0.75,1.0,1.0,1.0,0.8,0.9
Mickaella Anjos,5,27/05/2024,maravilhosa 😍💕 🚀🚀🚀🚀🚀,1.0,1.0,0,0.5994,1.0,0.0,0.0,1.662,promoter,outros,0.92,0.98,,0.9,1.0,0.8,1.0,1.0,1.0,0.8,0.9
Ingrid Oliveira,1,27/05/2024,Estou a três dias tentando fazer uma transferência mais o app não valida minha identidade e fica pedindo inúmeras vezes pra fazer a biometria. Como que trabalha desse jeito. impossível. Tivesse menos estrela daria,-0.8,0.9,0,0.0516,0.074,0.859,0.067,1.298,detractor,acesso,-0.63,-0.72,,-0.8,0.9,-0.9,0.8,-0.7,0.6,-0.8,0.7
Leda Ferreira Brandão,5,27/05/2024,Ótimo esse banco virtual. Amo a maquininha da ton,0.8,0.9,0,-0.1531,0.216,0.517,0.267,2.0,promoter,maquininha,0.61,0.72,,0.8,0.9,0.7,1.0,0.8,1.0,0.8,0.9
Tauana Santos,5,26/05/2024,super fácil e prática e juros super baixo,0.8,0.9,0,0.875,0.743,0.139,0.118,2.038,promoter,cartao credito,0.82,0.8,,0.6,0.8,0.7,1.0,0.8,0.9,0.8,0.9
